                  pl_name,               hostname,sy_snum,sy_pnum, pl_orbsmax,pl_rade, pl_bmasse, st_teff, st_rad,     sy_dist
             Kepler-490 b,             Kepler-490,      1,      1,    unknown, 11.650,   unknown, 6045.00,   1.12,1523.0000000
             Kepler-491 b,             Kepler-491,      1,      1,    unknown,  8.920,   unknown, 5582.00,   1.03, 630.7850000
             Kepler-492 b,             Kepler-492,      1,      1,    unknown,  9.590,   unknown, 5527.00,   0.91, 587.9100000
             Kepler-493 b,             Kepler-493,      1,      1,    unknown, 15.130,   unknown, 6457.00,   1.54,1745.7700000
             Kepler-494 b,             Kepler-494,      1,      1,    unknown,  7.140,   unknown, 6007.00,   1.26, 750.1770000
             Kepler-495 b,             Kepler-495,      1,      2,    unknown,  5.230,   unknown, 5346.00,   0.83, 658.9240000
             Kepler-495 c,             Kepler-495,      1,      2,    unknown,  1.219,   unknown, 5392.00,   1.09, 658.9240000
             Kepler-496 b,             Kepler-496,      1,      1,    unknown,  2.320,   unknown, 5293.00,   0.82, 605.2740000
             Kepler-497 b,             Kepler-497,      1,      1,    unknown,  6.040,   unknown, 5834.00,   1.11,1291.9800000
             Kepler-498 b,             Kepler-498,      1,      1,    unknown,  3.030,   unknown, 5744.00,   0.96, 938.8440000
             Kepler-499 b,             Kepler-499,      1,      1,    unknown,  2.170,   unknown, 5312.00,   0.83, 556.7260000
               Kepler-5 b,               Kepler-5,      1,      1,   0.053800, 15.984, 670.93913, 6297.00,   1.79, 899.7770000
              Kepler-50 b,              Kepler-50,      1,      2,   0.077000,  1.710,   unknown, 6225.00,   1.58, 250.1100000
              Kepler-50 c,              Kepler-50,      1,      2,   0.087000,  2.170,   unknown, 6225.00,   1.58, 250.1100000
             Kepler-500 b,             Kepler-500,      1,      1,    unknown,  2.580,   unknown, 5813.00,   1.03, 807.4800000
             Kepler-501 b,             Kepler-501,      1,      2,    unknown,  4.300,   unknown, 5904.00,   1.04,1125.2400000
             Kepler-501 c,             Kepler-501,      1,      2,    unknown,  1.681,   unknown, 5794.00,   1.22,1125.2400000
             Kepler-502 b,             Kepler-502,      1,      1,    unknown,  4.770,   unknown, 6125.00,   1.22,1591.0400000
             Kepler-506 b,             Kepler-506,      1,      1,    unknown,  2.730,   unknown, 6236.00,   1.19, 228.4390000
             Kepler-507 b,             Kepler-507,      1,      1,    unknown,  1.300,   unknown, 6113.00,   1.32, 391.6440000
             Kepler-508 b,             Kepler-508,      1,      1,    unknown,  1.640,   unknown, 6025.00,   1.25, 324.6180000
             Kepler-509 b,             Kepler-509,      1,      1,    unknown,  2.490,   unknown, 6060.00,   1.20, 332.4430000
              Kepler-51 b,              Kepler-51,      1,      3,   0.251400,  7.100,   2.10000, 6018.00,   0.94, 783.8310000
              Kepler-51 c,              Kepler-51,      1,      3,   0.384000,  9.000,   4.00000, 6018.00,   0.94, 783.8310000
              Kepler-51 d,              Kepler-51,      1,      3,   0.509000,  9.700,   7.60000, 6018.00,   0.94, 783.8310000
             Kepler-510 b,             Kepler-510,      1,      1,    unknown,  2.470,   unknown, 5746.00,   1.41, 386.1770000
             Kepler-511 b,             Kepler-511,      1,      2,    unknown,  6.350,   unknown, 5770.00,   1.20, 651.9990000
             Kepler-511 c,             Kepler-511,      1,      2,    unknown,  4.210,   unknown, 5866.00,   1.42, 651.9990000
             Kepler-512 b,             Kepler-512,      1,      1,    unknown,  2.690,   unknown, 5997.00,   1.30, 467.3750000
             Kepler-513 b,             Kepler-513,      1,      1,    unknown,  2.200,   unknown, 5849.00,   1.06, 468.2580000
             Kepler-514 b,             Kepler-514,      2,      1,    unknown,  1.720,   unknown, 6106.00,   1.44, 455.3360000
             Kepler-515 b,             Kepler-515,      2,      1,    unknown,  1.460,   unknown, 5293.00,   0.83,     unknown
             Kepler-517 b,             Kepler-517,      2,      1,    unknown,  2.670,   unknown, 5690.00,   0.98, 289.9070000
             Kepler-518 b,             Kepler-518,      1,      1,    unknown,  2.110,   unknown, 5842.00,   0.88, 337.9010000
             Kepler-519 b,             Kepler-519,      2,      1,    unknown,  2.100,   unknown, 5260.00,   0.80, 246.6100000
              Kepler-52 b,              Kepler-52,      1,      3,    unknown,  2.100, 135.00000, 4075.00,   0.52, 321.5420000
              Kepler-52 c,              Kepler-52,      1,      3,    unknown,  1.840,  45.40000, 4075.00,   0.52, 321.5420000
              Kepler-52 d,              Kepler-52,      1,      3,   0.182000,  1.950,   unknown, 4263.00,   0.56, 321.5420000
             Kepler-520 b,             Kepler-520,      1,      2,    unknown,  1.660,   unknown, 6112.00,   1.09, 623.9010000
             Kepler-520 c,             Kepler-520,      1,      2,    unknown,  1.070,   unknown, 6112.00,   1.09, 623.9010000
             Kepler-521 b,             Kepler-521,      1,      1,    unknown,  3.180,   unknown, 6406.00,   1.46, 830.6380000
             Kepler-522 b,             Kepler-522,      1,      1,    unknown,  6.910,   unknown, 6392.00,   1.98, 639.2390000
             Kepler-523 b,             Kepler-523,      1,      1,    unknown,  1.960,   unknown, 5515.00,   0.86, 253.2950000
             Kepler-524 b,             Kepler-524,      1,      2,    unknown,  1.910,   unknown, 6014.00,   1.10,1058.2400000
             Kepler-524 c,             Kepler-524,      1,      2,    unknown,  0.960,   unknown, 6014.00,   1.10,1058.2400000
             Kepler-525 b,             Kepler-525,      1,      1,    unknown,  2.630,   unknown, 5573.00,   1.15, 992.8520000
             Kepler-526 b,             Kepler-526,      1,      1,    unknown,  1.990,   unknown, 5894.00,   1.14, 666.1460000
             Kepler-527 b,             Kepler-527,      1,      1,    unknown,  2.840,   unknown, 6388.00,   1.45, 750.0400000
             Kepler-528 b,             Kepler-528,      1,      1,    unknown,  2.080,   unknown, 5807.00,   1.06, 784.2300000
             Kepler-529 b,             Kepler-529,      1,      3,    unknown,  1.860,   unknown, 6087.00,   1.14, 799.0080000
             Kepler-529 c,             Kepler-529,      1,      3,    unknown,  2.000,   unknown, 6087.00,   1.14, 799.0080000
             Kepler-529 d,             Kepler-529,      1,      3,    unknown,  2.795,   unknown, 6078.00,   1.19, 799.0080000
              Kepler-53 b,              Kepler-53,      1,      3,    unknown,  2.890, 111.00000, 5858.00,   0.89,1366.0700000
              Kepler-53 c,              Kepler-53,      1,      3,    unknown,  3.170,  36.00000, 5858.00,   0.89,1366.0700000
              Kepler-53 d,              Kepler-53,      1,      3,   0.091000,  2.120,   unknown, 6085.00,   0.96,1366.0700000
             Kepler-530 b,             Kepler-530,      2,      1,    unknown,  3.010,   unknown, 5697.00,   0.89, 457.7090000
             Kepler-531 b,             Kepler-531,      1,      1,    unknown,  2.780,   unknown, 4893.00,   0.75, 252.7620000
             Kepler-532 b,             Kepler-532,      1,      1,    unknown,  2.570,   unknown, 5192.00,   0.79, 312.7980000
             Kepler-533 b,             Kepler-533,      1,      1,    unknown,  3.380,   unknown, 4758.00,   0.72, 302.9550000
             Kepler-534 b,             Kepler-534,      1,      2,    unknown,  2.240,   unknown, 5884.00,   0.98, 570.6590000
             Kepler-534 c,             Kepler-534,      1,      2,    unknown,  1.227,   unknown, 5936.00,   0.96, 570.6590000
             Kepler-535 b,             Kepler-535,      1,      1,    unknown,  2.360,   unknown, 6123.00,   1.27, 685.5990000
             Kepler-536 b,             Kepler-536,      1,      1,    unknown,  3.100,   unknown, 5524.00,   0.89, 462.3220000
             Kepler-537 b,             Kepler-537,      1,      1,    unknown,  1.410,   unknown, 5763.00,   0.99, 439.4000000
             Kepler-538 b,             Kepler-538,      2,      1,   0.466900,  2.215,  10.60000, 5547.00,   0.87, 155.9560000
             Kepler-539 b,             Kepler-539,      1,      2,   0.498800,  8.373, 308.29510, 5820.00,   0.95, 307.3180000
             Kepler-539 c,             Kepler-539,      1,      2,   2.420000,unknown, 762.79200, 5820.00,   0.95, 307.3180000
              Kepler-54 d,              Kepler-54,      1,      3,   0.126000,  1.530,   unknown, 4252.00,   0.55, 271.7010000
             Kepler-540 b,             Kepler-540,      1,      1,    unknown,  2.710,   unknown, 5946.00,   1.08, 390.3740000
             Kepler-541 b,             Kepler-541,      1,      1,    unknown,  3.360,   unknown, 6166.00,   2.06,1060.6800000
             Kepler-542 b,             Kepler-542,      1,      1,    unknown,  1.570,   unknown, 5526.00,   0.90, 436.0160000
             Kepler-543 b,             Kepler-543,      1,      1,    unknown,  2.500,   unknown, 4671.00,   0.67, 221.8020000
             Kepler-544 b,             Kepler-544,      1,      1,    unknown,  2.120,   unknown, 6206.00,   1.22, 963.1800000
             Kepler-545 b,             Kepler-545,      1,      1,    unknown,  2.690,   unknown, 5882.00,   1.07, 818.0010000
             Kepler-546 b,             Kepler-546,      1,      1,    unknown,  7.000,   unknown, 5967.00,   1.15,1019.6500000
             Kepler-547 b,             Kepler-547,      1,      1,    unknown,  4.000,   unknown, 4828.00,   0.73, 378.9720000
             Kepler-548 b,             Kepler-548,      1,      1,    unknown, 11.990,   unknown, 5535.00,   0.90, 751.7760000
             Kepler-549 b,             Kepler-549,      1,      2,    unknown,  2.570,   unknown, 5360.00,   0.84, 635.1450000
             Kepler-549 c,             Kepler-549,      1,      2,    unknown,  2.930,   unknown, 5360.00,   0.84, 635.1450000
              Kepler-55 b,              Kepler-55,      1,      5,    unknown,  2.430,   unknown, 4362.00,   0.58, 578.7960000
              Kepler-55 c,              Kepler-55,      1,      5,    unknown,  2.210,   unknown, 4362.00,   0.58, 578.7960000
              Kepler-55 d,              Kepler-55,      1,      5,   0.029000,  1.590,   unknown, 4503.00,   0.62, 578.7960000
              Kepler-55 e,              Kepler-55,      1,      5,   0.048000,  1.550,   unknown, 4503.00,   0.62, 578.7960000
              Kepler-55 f,              Kepler-55,      1,      5,   0.081000,  1.590,   unknown, 4503.00,   0.62, 578.7960000
             Kepler-550 b,             Kepler-550,      1,      1,    unknown,  4.420,   unknown, 5322.00,   0.83, 531.9440000
             Kepler-551 b,             Kepler-551,      1,      1,    unknown,  2.730,   unknown, 4286.00,   0.63, 311.1750000
             Kepler-552 b,             Kepler-552,      1,      1,    unknown,  3.950,   unknown, 5863.00,   1.04, 843.6890000
             Kepler-553 b,             Kepler-553,      1,      2,    unknown,  4.630,   unknown, 5266.00,   0.85, 728.5250000
             Kepler-553 c,             Kepler-553,      1,      2,    unknown, 11.200,   unknown, 5266.00,   0.85, 728.5250000
             Kepler-554 b,             Kepler-554,      1,      1,    unknown,  4.290,   unknown, 5447.00,   0.92, 690.5250000
             Kepler-555 b,             Kepler-555,      1,      1,    unknown,  2.830,   unknown, 5894.00,   1.04, 973.1210000
             Kepler-556 b,             Kepler-556,      1,      1,    unknown,  2.240,   unknown, 5740.00,   0.98, 674.5980000
             Kepler-557 b,             Kepler-557,      1,      1,    unknown,  2.670,   unknown, 6068.00,   1.16,2097.1200000
             Kepler-558 b,             Kepler-558,      1,      1,    unknown,  2.370,   unknown, 5242.00,   0.81, 661.8760000
             Kepler-559 b,             Kepler-559,      1,      1,    unknown,  3.610,   unknown, 5630.00,   0.95, 776.7080000
              Kepler-56 b,              Kepler-56,      1,      3,   0.102800,  6.510,  22.10000, 4840.00,   4.23, 912.9940000
              Kepler-56 c,              Kepler-56,      1,      3,   0.165200,  9.800, 181.00000, 4840.00,   4.23, 912.9940000
              Kepler-56 d,              Kepler-56,      1,      3,   2.160000,unknown,1784.00000, 4819.44,   4.22, 912.9940000
             Kepler-561 b,             Kepler-561,      1,      2,    unknown,  6.960,   unknown, 5646.00,   0.94, 621.3780000
             Kepler-561 c,             Kepler-561,      1,      2,    unknown,  2.680,   unknown, 5646.00,   0.94, 621.3780000
             Kepler-562 b,             Kepler-562,      1,      1,    unknown,  5.210,   unknown, 5575.00,   0.90, 992.7690000
             Kepler-563 b,             Kepler-563,      1,      1,    unknown,  3.090,   unknown, 5066.00,   0.77, 565.2070000
             Kepler-564 b,             Kepler-564,      1,      1,    unknown,  4.630,   unknown, 5626.00,   0.92, 863.0370000
             Kepler-565 b,             Kepler-565,      1,      1,    unknown,  3.640,   unknown, 5735.00,   0.95,     unknown
             Kepler-566 b,             Kepler-566,      1,      1,    unknown,  2.150,   unknown, 5132.00,   0.79, 564.2770000
             Kepler-567 b,             Kepler-567,      1,      1,    unknown,  2.250,   unknown, 5148.00,   0.79, 558.8100000
             Kepler-569 b,             Kepler-569,      1,      1,    unknown,  3.160,   unknown, 5616.00,   0.93, 638.3010000
              Kepler-57 b,              Kepler-57,      1,      2,    unknown,  2.190, 115.00000, 5145.00,   0.73, 644.1400000
              Kepler-57 c,              Kepler-57,      1,      2,    unknown,  1.550,   9.10000, 5145.00,   0.73, 644.1400000
             Kepler-570 b,             Kepler-570,      1,      1,    unknown,  2.450,   unknown, 5496.00,   0.90, 568.1480000
             Kepler-571 b,             Kepler-571,      1,      1,    unknown,  2.640,   unknown, 5527.00,   0.90, 723.8750000
             Kepler-572 b,             Kepler-572,      1,      1,    unknown,  2.580,   unknown, 5212.00,   0.79, 504.6670000
             Kepler-573 b,             Kepler-573,      1,      1,    unknown,  2.790,   unknown, 5746.00,   1.02, 771.4710000
             Kepler-574 b,             Kepler-574,      1,      1,    unknown,  2.390,   unknown, 5612.00,   0.91, 682.8960000
